_id,manufacturerId,shortName,fullName,description,shortNameJa,fullNameJa,descriptionJa,type,powerSource,lowFps,generic,deleted
11221,"marui","COLT M1A1 R.I.S.","","Standard-Type series","コルト M4A1 リスバージョン","","電動ガンスタンダードタイプ",2,2,false
11222,"marui","H&K MP5 SD6","","Standard-Type series","H&K MP5 SD6","","電動ガンスタンダードタイプ",8,2,false
11223,"marui","COLT M16A2","","Standard-Type series","コルト M16A2","","電動ガンスタンダードタイプ",2,2,false
11224,"marui","STEYR AUG","","Standard-Type series","ステアーAUG","","電動ガンスタンダードタイプ",2,2,false
11225,"marui","FA-MAS 5.56-F1","","Standard-Type series","ファマス 5.56-F1","","電動ガンスタンダードタイプ",2,2,false
11226,"marui","H&K MP5K A4 PDW","","Standard-Type series","H&K MP5クルツA4 PDW","","電動ガンスタンダードタイプ",8,2,false
11227,"marui","G3 SHORTY MC51","","Standard-Type series","G3ショーティ MC51","","電動ガンスタンダードタイプ",2,2,false
11228,"marui","H&K PSG-1","","Standard-Type series","H&K PSG-1","","電動ガンスタンダードタイプ",2,2,false
11229,"marui","H&K G3 SG/1","","Standard-Type series","H&K G3 SG/1","","電動ガンスタンダードタイプ",2,2,false
11230,"marui","H&K MP5K A4","","Standard-Type series","H&K MP5クルツA4","","電動ガンスタンダードタイプ",8,2,false
11231,"marui","AK47","","Standard-Type series","AK47","","電動ガンスタンダードタイプ",2,2,false
11232,"marui","AK47S","","Standard-Type series","AK47S","","電動ガンスタンダードタイプ",2,2,false
11233,"marui","FA-MAS SV","","Standard-Type series","ファマス スーパーバージョン","","電動ガンスタンダードタイプ",2,2,false
11234,"marui","M4 S-SYSTEM","","Standard-Type series","M4 S-システム","","電動ガンスタンダードタイプ",2,2,false

11300,"marui","M4 PATRIOT HC","","Hicycle custom series","M4パトリオットHC","","電動ガンハイサイクルカスタム",2,2,false
11301,"marui","H&K MP5K HC","","Hicycle custom series","H&K MP5K HC","","電動ガンハイサイクルカスタム",8,2,false
11302,"marui","PS90 HC","","Hicycle custom series","PS90 HC","","電動ガンハイサイクルカスタム",2,2,false
11303,"marui","STEYR HC","","Hicycle custom series","ステアーHC","","電動ガンハイサイクルカスタム",2,2,false
11304,"marui","AK47 HC","","Hicycle custom series","AK47 HC","","電動ガンハイサイクルカスタム",2,2,false
11305,"marui","M4 CRW","","Hicycle custom series","M4 CRW","","電動ガンハイサイクルカスタム",2,2,false
11306,"marui","H&K MP5A5 HC","","Hicycle custom series","H&K MP5A5 HC","","電動ガンハイサイクルカスタム",8,2,false
11307,"marui","H&K G3 SAS HC","","Hicycle custom series","H&K G3 SAS HC","","電動ガンハイサイクルカスタム",2,2,false

11400,"marui","SCORPION mod.D/M","","","スコーピオン モッドD/M","","",8,2,false
11401,"marui","MP7A1","","","MP7A1","","",8,2,false
11402,"marui","SCORPION Vz.61","","","スコーピオン Vz.61","","",8,2,false
11403,"marui","Mac 10","","","マック10","","",8,2,false
11500,"marui","HK45","","","HK45","","",1,2,false
11501,"marui","Hi-CAPA E GOVERNMENT MODEL","","","ハイキャパE ガバメントモデル","","",1,2,false
11502,"marui","M93R","","","M93R","","",1,2,false
11503,"marui","H&K USP","","","H&K USP","","",1,2,false
11504,"marui","GLOCK18C","","","グロック18C","","",1,2,false
11505,"marui","M9A1","","","M9A1","","",1,2,false

11600,"marui","M4 CQB","","Light pro series","M4 CQB","","電動ガンLIGHT PRO",2,2,true
11601,"marui","AK74U","","Light pro series","AK74U","","電動ガンLIGHT PRO",2,2,true
11602,"marui","G36C","","Light pro series","G36C","","電動ガンLIGHT PRO",2,2,true
11603,"marui","MP5A5 R.A.S.","","Light pro series","MP5A5 R.A.S.","","電動ガンLIGHT PRO",8,2,true

11700,"marui","M933 SHORTY CUSTOM","","BOYs series","M933 ショーティ・カスタム","","電動ガンBOYs",2,2,true
11701,"marui","TAVOR-21 COMPACT","","BOYs series","タボール21・コンパクト","","電動ガンBOYs",2,2,true
11702,"marui","SCAR-L CQC","","BOYs series","スカーL CQC","","電動ガンBOYs",2,2,true
11703,"marui","SOPMOD M4","","BOYs series","ソップモッドM4","","電動ガンBOYs",2,2,true
11704,"marui","H&K G36C","","BOYs series","H&K G36C","","電動ガンBOYs",2,2,true
11705,"marui","H&K MP5A5","","BOYs series","H&K MP5A5","","電動ガンBOYs",8,2,true
11706,"marui","COLT M4A1 CARBINE","","BOYs series","コルト M4A1カービン","","電動ガンBOYs",2,2,true

11800,"marui","SIG PRO SP2340","","Automatic electric blowback","シグプロ SP2340","","電動ブローバック",1,2,true
11801,"marui","COMBAT DELTA","","Automatic electric blowback","コンバットデルタ","","電動ブローバック",1,2,true
11802,"marui","KP85","","Automatic electric blowback","KP85","","電動ブローバック",1,2,true
11803,"marui","DEZART EAGLE .50AE","","Automatic electric blowback","デザートイーグル.50AE","","電動ブローバック",1,2,true
11804,"marui","M92F","","Automatic electric blowback","M92F","","電動ブローバック",1,2,true
11805,"marui","COMBAT DELTA","","Automatic electric blowback","コンバットデルタ","","電動ブローバック",1,2,true
11806,"marui","CENTIMETER MASTER","","Automatic electric blowback","センチメーターマスター","","電動ブローバック",1,2,true
11807,"marui","Hi-CAPA 5.1","","Automatic electric blowback fullauto","ハイキャパ5.1","","電動ブローバック フルオート",1,2,true
11808,"marui","Hi-CAPA 4.3","","Automatic electric blowback fullauto","ハイキャパ4.3","","電動ブローバック フルオート",1,2,true
11809,"marui","M9A1","","Automatic electric blowback fullauto","M9A1","","電動ブローバック フルオート",1,2,true
11810,"marui","H&K P30","","Automatic electric blowback fullauto","H&K P30","","電動ブローバック フルオート",1,2,true
11811,"marui","Mac 11","","Automatic electric blowback fullauto","マック11","","電動ブローバック フルオート",8,2,true
11812,"marui","S&W PC356","","Automatic electric blowback fullauto","S&W PC356","","電動ブローバック フルオート",1,2,true
11813,"marui","P99 DAO","","Automatic electric blowback fullauto","P99 DAO","","電動ブローバック フルオート",1,2,true
11814,"marui","GLOCK18C","","Automatic electric blowback fullauto","グロック18C","","電動ブローバック フルオート",1,2,true

11900,"marui","UZI SMG Mini","","","ウージーSMG ミニ","","ミニ電動ガン",8,2,true
11901,"marui","SIG550 Mini","","","シグ550 ミニ","","ミニ電動ガン",1,2,true
11902,"marui","STEYR Mini","","","ステアー ミニ","","ミニ電動ガン",1,2,true
11903,"marui","G3A3 Mini","","","G3A3 ミニ","","ミニ電動ガン",1,2,true
11904,"marui","AK47 Mini","","","AK47 ミニ","","ミニ電動ガン",1,2,true
11905,"marui","XM177 Mini","","","XM177 ミニ","","ミニ電動ガン",1,2,true
11906,"marui","MP5A5 Mini","","","MP5A5 ミニ","","ミニ電動ガン",8,2,true
11907,"marui","M16 Mini","","","M16 ミニ","","ミニ電動ガン",1,2,true

11910,"marui","KSG","","","KSG","","",4,4,false
11911,"marui","M870 WOOD STOCK TYPE","","","M870ウッドストックタイプ","","",4,4,false
11912,"marui","M870","","","M870","","",4,4,false
11913,"marui","M320A1","","","M320A1","","",16,4,false
11914,"marui","SAIGA-12K","","","サイガ-12K","","",4,4,false

11920,"marui","AKX","","","AKX","","",2,4,false
11921,"marui","AKM","","","AKM","","",2,4,false
11922,"marui","MARK18 MOD1","","","マーク18 モッド1","","",2,4,false
11923,"marui","MTR16","","","MTR16","","",2,4,false
11924,"marui","Type 89","","","9式5.56mm小銃","","",2,4,false
11925,"marui","M4A1 CARBINE","","","M4A1 カービン","","",2,4,false
11926,"marui","CQBR BLOCK1","","","CQBR ブロック1","","",2,4,false
11927,"marui","M4A1 MWS","","","M4A1 MWS","","",2,4,false
11928,"marui","MP7A1","","","MP7A1","","",8,4,false

12000,"marui","SG-09 R","","","SG-09 R","","",1,4,false
12001,"marui","GLOCK19 Gen.4","","","グロック19 Gen.4","","",1,4,false
12002,"marui","V10 ULTRA COMPACT","","","V10 ウルトラコンパクト","","",1,4,false
12003,"marui","AM .45","","","AM .45","","",1,4,false
12004,"marui","FNX-45 TACTICAL","","","FNX-45タクティカル","","",1,4,false
12005,"marui","GLOCK17 Gen.4","","","グロック17 Gen.4","","",1,4,false
12006,"marui","M45A1","","","M45A1","","",1,4,false
12007,"marui","SG-09 R","","","SG-09 R","","",1,4,false
12008,"marui","HK45 TACTICAL","","","HK45タクティカル","","",1,4,false
12009,"marui","D.O.R CAL .45","","","ハイキャパD.O.R","","",1,4,false
12010,"marui","GLOCK19 Gen.3","","","グロック19 Gen.3","","",1,4,false
12011,"marui","ALBERT.W.MODEL 01P","","","アルバート.W.モデル 01P","","",1,4,false
12012,"marui","M&P 9L PC PORTED","","","M&P 9L PCポーテッド","","",1,4,false
12013,"marui","M45A1 CQB PISTOL","","","M45A1 CQBピストル","","",1,4,false
12014,"marui","USP","","","USP","","",1,4,false
12015,"marui","SIG SAUER P226","","","シグ ザウエル P226","","",1,4,false
12016,"marui","DETONICS.45 COMBAT MASTER","","","デトニクス.45 コンバットマスター","","",1,4,false
12017,"marui","HK45 TACTICAL","","","HK45 タクティカル","","",1,4,false
12018,"marui","SAMURAI EDGE","","","サムライエッジ","","",1,4,false
12019,"marui","GLOCK22","","","グロック22","","",1,4,false
12020,"marui","GLOCK34","","","グロック34","","",1,4,false
12021,"marui","U.S.M9 PISTOL","","","U.S.M9ピストル","","",1,4,false
12022,"marui","Hi-CAPA5.1 GOLD MATCH","","","Sハイキャパ5.1 ゴールドマッチ","","",1,4,false
12023,"marui","USP COMPACT","","","USPコンパクト","","",1,4,false
12024,"marui","M&P 9 V CUSTOM","","","M&P 9 Vカスタムs","","",1,4,false
12025,"marui","M&P 9","","","M&P 9","","",1,4,false
12026,"marui","HK45","","","HK45","","",1,4,false
12027,"marui","COLT GOVERMENT Series'70","","","コルト ガバメント シリーズ'70","","",1,4,false
12028,"marui","M9A1","","","M9A1","","",1,4,false
12029,"marui","XDM-40","","","XDM-40","","",1,4,false
12030,"marui","STRIKE WARRIOR","","","ストライクウォーリア","","",1,4,false
12031,"marui","Px4","","","Px4","","",1,4,false
12032,"marui","FOLIAGE WARRIOR","","","フォリッジウォーリア","","",1,4,false
12033,"marui","NIGHT WARRIOR","","","ナイトウォーリア","","",1,4,false
12034,"marui","DESERT WARRIOR 4.3","","","デザートウォーリア 4.3","","",1,4,false
12035,"marui","Hi-CAPA5.1","","","ハイキャパ5.1","","",1,4,false
12036,"marui","FN 5-7","","","FNファイブセブン","","",1,4,false
12037,"marui","DESERT EAGLE .50AE 10-inch","","","デザートイーグル.50AE 10インチバレル","","",1,4,false
12038,"marui","M92F","","","M92F","","",1,4,false
12039,"marui","M.E.U. PISTOL","","","MEUピストル","","",1,4,false
12040,"marui","DETONICS.45 COMBAT MASTER","","","デトニクス.45 コンバットマスター","","",1,4,false
12041,"marui","GLOCK17 Gen.3","","","GLOCK17 Gen.3","","",1,4,false
12042,"marui","M1911A1 COLT GOVERMENT","","","M1911A1コルトガバメント","","",1,4,false
12043,"marui","Hi-CAPA 4.3 TACTICAL CUSTOM","","","ハイキャパ4.3 タクティカルカスタム","","",1,4,false
12044,"marui","Hi-CAPA 5.1 GOVERMENT MODEL","","","ハイキャパ5.1 ガバメントモデル","","",1,4,false
12045,"marui","DESERT EAGLE .50AE","","","デザートイーグル.50AE","","",1,4,false
12046,"marui","GLOCK26 ADVANCE","","","グロック26 アドバンス","","",1,4,false
12047,"marui","GLOCK26","","","グロック26","","",1,4,false
12048,"marui","TACTICAL MASTER","","","タクティカルマスター","","",1,4,false
12050,"marui","G17 CUSTOM","","","G17 カスタム","","",1,4,false

12060,"marui","GLOCK18C","","","グロック 18C","","",1,4,false
12061,"marui","Hi-CAPA EXTREME","","","ハイキャパエクストリーム","","",1,4,false

12070,"marui","Hi-CAPA5.1R","","","ハイキャパ5.1R","","",1,4,true

12080,"marui","CURVE","","Fixed Slide Gas Airsoft Gun","カーヴ","","固定スライドガスガン",1,4,false
12081,"marui","LCP II","","Fixed Slide Gas Airsoft Gun","LCP II","","固定スライドガスガン",1,4,false
12082,"marui","BODYGUARD 380","","Fixed Slide Gas Airsoft Gun","BODYGUARD 380","","固定スライドガスガン",1,4,false
12083,"marui","LCP","","Fixed Slide Gas Airsoft Gun","LCP","","固定スライドガスガン",1,4,false
12084,"marui","SOCOM Mk23","","Fixed Slide Gas Airsoft Gun","ソーコム Mk23","","固定スライドガスガン",1,4,false
12085,"marui","CENTIMETER MASTER","","Fixed Slide Gas Airsoft Gun","センチメーターマスター","","固定スライドガスガン",1,4,false
12086,"marui","WILSON SUPER GRADE","","Fixed Slide Gas Airsoft Gun","ウィルソン スーパーグレード","","固定スライドガスガン",1,4,false
12087,"marui","AMT HARD BALLER","","Fixed Slide Gas Airsoft Gun","AMT ハードボーラー","","固定スライドガスガン",1,4,false
12088,"marui","STEYR MODEL GB","","Fixed Slide Gas Airsoft Gun","ステアー モデルGB","","固定スライドガスガン",1,4,false
12089,"marui","DESERT EAGLE","","Fixed Slide Gas Airsoft Gun","デザートイーグル","","固定スライドガスガン",1,4,false

12090,"marui","S&W M66 6-inch","","\","スミス＆ウェッソン M66 6インチ","","",1,4,false
12091,"marui","S&W M66 4-inch","","\","スミス＆ウェッソン M66 4インチ","","",1,4,false
12092,"marui","S&W M66 2.5-inch","","\","スミス＆ウェッソン M66 2.5インチ","","",1,4,false
12093,"marui","S&W M19 6-inch","","\","スミス＆ウェッソン M19 6インチ","","",1,4,false
12094,"marui","S&W M19 4-inch","","\","スミス＆ウェッソン M19 4インチ","","",1,4,false
12095,"marui","S&W M19 2.5-inch","","\","スミス＆ウェッソン M19 2.5インチ","","",1,4,false
12096,"marui","COLT PYTHON .357mag. 6-inch","","\","コルトパイソン.357マグナム 6インチ","","",1,4,false
12097,"marui","COLT PYTHON .357mag. 4-inch","","\","コルトパイソン.357マグナム 4インチ","","",1,4,false
12098,"marui","COLT PYTHON .357mag. 2.5-inch","","\","コルトパイソン.357マグナム 2.5インチ","","",1,4,false

13000,"crown","M29 MAGNUM 4-inch","","","M29マグナム 4インチ","","",1,1,true
13001,"crown","M29 MAGNUM 6-inch","","","M29マグナム 6インチ","","",1,1,true
13002,"crown","M586 MAGNUM 4-inch","","","M586マグナム 4インチ","","",1,1,true
13003,"crown","M586 MAGNUM 6-inch","","","M586マグナム 6インチ","","",1,1,true
13004,"crown","M629 MAGNUM 4-inch","","","M629マグナム 4インチ","","",1,1,true
13005,"crown","M19 COMBAT MAGNUM 4-inch","","","M19コンバットマグナム 4インチ","","",1,1,true
13006,"crown","M19 COMBAT MAGNUM 6-inch","","","M19コンバットマグナム 6インチ","","",1,1,true
13007,"crown","M629 MAGNUM 6-inch","","","M629マグナム 6インチ","","",1,1,true
13008,"crown","M686 MAGNUM 4-inch","","","M686マグナム 4インチ","","",1,1,true
13009,"crown","M686 MAGNUM 6-inch","","","M686マグナム 6インチ","","",1,1,true
13010,"crown","PYTHON 4-inch","","","パイソン 4インチ","","",1,1,true
13011,"crown","PYTHON 6-inch","","","パイソン 6インチ","","",1,1,true
13012,"crown","PYTHON 2.5-inch","","","パイソン 2.5インチ","","",1,1,true
13013,"crown","PYTHON HUNTER 8-inch","","","パイソンハンター 8インチ","","",1,1,true
13014,"crown","M29 MAGNUM 8-inch","","","M29マグナム 8インチ","","",1,1,true
13015,"crown","M629 MAGNUM 8-inch","","","M629マグナム 8インチ","","",1,1,true

13020,"crown","M586 MAGNUM 4-inch","","","M586マグナム 4インチ","","",1,1,false
13021,"crown","M586 MAGNUM 6-inch","","","M586マグナム 6インチ","","",1,1,false
13022,"crown","M29 MAGNUM 4-inch","","","M29マグナム 4インチ","","",1,1,false
13023,"crown","M29 MAGNUM 6-inch","","","M29マグナム 6インチ","","",1,1,false
13024,"crown","M19 COMBAT MAGNUM 4-inch","","","M19コンバットマグナム 4インチ","","",1,1,false
13025,"crown","M19 COMBAT MAGNUM 6-inch","","","M19コンバットマグナム 6インチ","","",1,1,false
13031,"crown","M686 MAGNUM 6-inch","","","M686マグナム 6インチ","","",1,1,false
13026,"crown","M629 MAGNUM 4-inch","","","M629マグナム 4インチ","","",1,1,false
13030,"crown","M686 MAGNUM 4-inch","","","M686マグナム 4インチ","","",1,1,false
13029,"crown","M629 MAGNUM 6-inch","","","M629マグナム 6インチ","","",1,1,false
13032,"crown","PYTHON 4-inch","","","パイソン 4インチ","","",1,1,false
13033,"crown","PYTHON 6-inch","","","パイソン 6インチ","","",1,1,false
13034,"crown","PYTHON 2.5-inch","","","パイソン 2.5インチ","","",1,1,false
13035,"crown","PYTHON HUNTER 8-inch","","","パイソンハンター 8インチ","","",1,1,false
13036,"crown","M629 MAGNUM 8-inch","","","M629マグナム 8インチ","","",1,1,false
13037,"crown","M29 MAGNUM 8-inch","","","M29マグナム 8インチ","","",1,1,false

13040,"crown","M29 MAGNUM 4-inch","","","M29マグナム 4インチ","","",1,4,false
13041,"crown","M29 MAGNUM 6-inch","","","M29マグナム 6インチ","","",1,4,false
13042,"crown","M29 MAGNUM 8-inch","","","M29マグナム 8インチ","","",1,4,false
13043,"crown","M629 MAGNUM 4-inch","","","M629マグナム 4インチ","","",1,4,false
13044,"crown","M629 MAGNUM 6-inch","","","M629マグナム 6インチ","","",1,4,false
13045,"crown","M629 MAGNUM 8-inch","","","M629マグナム 8インチ","","",1,4,false
13046,"crown","M586 MAGNUM 4-inch","","","M586マグナム 4インチ","","",1,4,false
13047,"crown","M586 MAGNUM 6-inch","","","M586マグナム 6インチ","","",1,4,false
13048,"crown","M686 MAGNUM 4-inch","","","M686マグナム 4インチ","","",1,4,false
13049,"crown","M686 MAGNUM 6-inch","","","M686マグナム 6インチ","","",1,4,false
13050,"crown","M19 COMBAT MAGNUM 4-inch","","","M19コンバットマグナム 4インチ","","",1,4,false
13051,"crown","M19 COMBAT MAGNUM 6-inch","","","M19コンバットマグナム 6インチ","","",1,4,false
13052,"crown","PYTHON 4-inch","","","パイソン 4インチ","","",1,4,false
13053,"crown","PYTHON 6-inch","","","パイソン 6インチ","","",1,4,false
13054,"crown","PYTHON HUNTER 8-inch","","","パイソンハンター 8インチ","","",1,4,false

13060,"crown","GLOCK29C","","","GLOCK29C","","",1,1,true
13061,"crown","P2000","","","P2000","","",1,1,true
13062,"crown","BODY GUARD 380","","","ボディーガード380","","",1,1,true
13063,"crown","DERINGER","","","デリンジャー","","",1,1,true
13064,"crown","25AUTO","","","25AUTO","","",1,1,true
13065,"crown","BABY BROWNING","","","ベビーブローニング","","",1,1,true
13066,"crown","MPSW-SLC","","","MPSW-SLC","","",1,1,true
13067,"crown","CFS45","","","CFS45","","",1,1,true

13070,"crown","GLK33","","Slide Stop","GLK33","","スライドストップ",1,1,true
13071,"crown","UPS MATCH","","Slide Stop","UPS MATCH","","スライドストップ",1,1,true
13072,"crown","1911A1","","Slide Stop","1911A1","","スライドストップ",1,1,true
13073,"crown","P228","","Slide Stop","P228","","スライドストップ",1,1,true

13080,"crown","SUPER SS II","","","スーパーSS II","","",4,1,true
13081,"crown","TSG-1","","","TSG-1","","",4,1,true
13082,"crown","TSG-2","","","TSG-2","","",4,1,true
13083,"crown","CM870","","","CM870","","",4,1,true

13090,"crown","SUPER SS II SENIOR","","","スーパーSS IIシニア","","",2,1,false
13091,"crown","TYPE96 JUNIOR","","","タイプ96 ジュニア","","",2,1,false
13092,"crown","XM4 R.I.S","","","XM4 R.I.S","","",2,1,true
13093,"crown","M416D CARBINE","","","M416D CARBINE","","",2,1,true
13094,"crown","SCAL FNL","","","SCAL FNL","","",2,1,true
13095,"crown","MM-7P","","","MM-7P","","",8,1,true
13096,"crown","XMP-K","","","XMP-K","","",8,1,true

13100,"crown","SUPER RFILE U10 JUNIOR","","","スーパーライフルU10ジュニア","","",2,1,true
13110,"crown","SUPER RFILE U10 SENIOR","","","スーパーライフルU10シニア","","",2,1,false
13111,"crown","SUPER RFILE DRAGUNOV SVD","","","スーパーライフルドラグノフSVD","","",2,1,false
13112,"crown","TYPE96 SENIOR","","","タイプ96 シニア","","",2,1,true

13120,"crown","ELEX9","","","エレックス9","","",8,2,true
13121,"crown","CP7","","","CP7","","",8,2,true

13130,"crown","CM4","","","CM4","","",2,2,false
13131,"crown","AK74 REAL WOOD","","","AK74リアルウッド","","",2,2,false

14000,"tanaka","Colt' SAA 1st 3-inch","","","","","",1,4,false
14001,"tanaka","Colt' SAA 1st 4-3/4 inch","","","","","",1,4,false
14002,"tanaka","Colt' SAA 1st 5-1/2 inch","","","","","",1,4,false
14003,"tanaka","Colt' SAA 2nd 4-inch","","","","","",1,4,false
14004,"tanaka","Colt' SAA 2nd 4-3/4 inch","","PEGASAS II Gas Gun Series","","","",1,4,false
14005,"tanaka","Colt' SAA 2nd 5-1/2 inch","","PEGASAS II Gas Gun Series","","","",1,4,false
14006,"tanaka","Colt' SAA 2nd 7-1/2 inch","","","","","",1,4,false
14007,"tanaka","Colt' SAA 2nd 5-1/2 inch","","","","","",1,4,false
14008,"tanaka","Colt Python .357 Magnum 2-1/2 inch","","","","","",1,4,false
14009,"tanaka","Colt Python .357 Magnum 3-inch","","","","","",1,4,false
14010,"tanaka","Colt Python .357 Magnum 4-inch","","","","","",1,4,false
14011,"tanaka","Colt Python .357 Magnum 6-inch","","","","","",1,4,false
14012,"tanaka","COLT .380 AUTO","","","コルト.380AUTO","","",2,4,false
14013,"tanaka","Luger P08 4-inch","","","","","",1,4,false
14014,"tanaka","Luger P08 8-inch","","","","","",1,4,false

14020,"tanaka","S&W .38 2-inch","","","","","",1,4,false
14021,"tanaka","S&W M10 4-inch","","","","","",1,4,false
14022,"tanaka","S&W M13 3-inch","","","","","",1,4,false
14023,"tanaka","S&W M15 4-inch","","","","","",1,4,false
14024,"tanaka","S&W M19 2-1/2 inch","","","","","",1,4,false
14025,"tanaka","S&W M19 3-inch","","","","","",1,4,false
14026,"tanaka","S&W M19 4-inch","","","","","",1,4,false
14027,"tanaka","S&W M19 6-inch Combat Magnum","","","","","",1,4,false
14028,"tanaka","S&W M29 3-inch","","","","","",1,4,false
14029,"tanaka","S&W M29 4-inch","","","","","",1,4,false
14030,"tanaka","S&W M29 6-1/2 inch","","","","","",1,4,false
14031,"tanaka","S&W M29 8-inch","","","","","",1,4,false
14032,"tanaka","S&W M29 8-3/8 inch","","","","","",1,4,false
14033,"tanaka","S&W M36 2-inch","","","","","",1,4,false
14034,"tanaka","S&W M36 3-inch","","","","","",1,4,false
14035,"tanaka","S&W M37 2-inch","","","","","",1,4,false
14036,"tanaka","S&W M38 2-inch","","","","","",1,4,false
14037,"tanaka","S&W M49 2-inch","","","","","",1,4,false
14038,"tanaka","S&W M60 2-inch","","","","","",1,4,false
14039,"tanaka","S&W M60 3-inch","","","","","",1,4,false
14040,"tanaka","S&W M65 .357 Magnum 3-inch","","","","","",1,4,false
14041,"tanaka","S&W M66 2-1/2 inch","","","","","",1,4,false
14042,"tanaka","S&W M66 4-inch","","","","","",1,4,false
14043,"tanaka","S&W M67 4-inch","","","","","",1,4,false
14044,"tanaka","S&W M68 6-inch","","","","","",1,4,false
14045,"tanaka","S&W M327 2-inch","","","","","",1,4,false
14046,"tanaka","S&W M327 5-inch","","","","","",1,4,false
14047,"tanaka","S&W M360 .357 Magnum 2-inch","","","","","",1,4,false
14048,"tanaka","S&W M442 2-inch","","","","","",1,4,false
14049,"tanaka","S&W M500 3+1-inch","","","","","",1,4,false
14050,"tanaka","S&W M500 6-1/2 inch","","","","","",1,4,false
14051,"tanaka","S&W M500 8-3/8 inch","","","","","",1,4,false
14052,"tanaka","S&W M500 10-1/2 inch","","","","","",1,4,false
14053,"tanaka","S&W M627 5-inch","","","","","",1,4,false
14054,"tanaka","S&W M629 3-inch","","","","","",1,4,false
14055,"tanaka","S&W M629 5-inch","","","","","",1,4,false
14056,"tanaka","S&W M1917 .455 4-inch","","","","","",1,4,false
14057,"tanaka","S&W P66 3-inch","","","","","",1,4,false
14058,"tanaka","SMOLT Revolver 6-inch","","","","","",1,4,false
14059,"tanaka","SMOLT Revolver 4-inch","","","","","",1,4,false

14070,"tanaka","GLOCK34 Gen.3","","","","","",1,4,false
14071,"tanaka","GLOCK17 Gen.2","","","","","",1,4,false
14072,"tanaka","GLOCK17 Gen.3","","","","","",1,4,false
14073,"tanaka","H&K USP","","","","","",1,4,false
14074,"tanaka","H&K P8","","","","","",1,4,false
14075,"tanaka","SIG P226","","","","","",1,4,false
14076,"tanaka","SIG P220","","","","","",1,4,false
14077,"tanaka","SIG P220 IC","","","","","",1,4,false
14078,"tanaka","BROWNING HIGH-POWER M1935","","","ブローニング・ハイパワーM1935 ","","",1,4,false
14079,"tanaka","BROWNING HIGH-POWER MK III","","","ブローニング・ハイパワーMK III ","","",1,4,false

14100,"tanaka","Type 38 Carbine","","","三八式騎獣","","",2,4,false
14101,"tanaka","Type 38 Rifle","","","三八式歩兵銃","","",2,4,false
14102,"tanaka","Type 44 Carbine","","","四四式騎獣","","",2,4,false
14103,"tanaka","Type 97 Sniper Rifle","","","九七式狙撃銃","","",2,4,false
14104,"tanaka","Type 99 Short Rifle","","","九九式短小銃","","",2,4,false
14105,"tanaka","Type 99 Rifle","","","九九式長小銃","","",2,4,false
14106,"tanaka","M40 Rifle","","","","","",2,1,false
14107,"tanaka","M40 Rifle","","","","","",2,4,false
14108,"tanaka","M40A1 Rifle","","","","","",2,4,false
14109,"tanaka","M700 Rifle","","","","","",2,1,false
14110,"tanaka","M700 AIR 26-inch","","","","","",2,1,false
14111,"tanaka","M24 SWS","","","","","",2,4,false
14112,"tanaka","Kar98k AIR","","","","","",2,1,false
14113,"tanaka","Kar98k AIR","","","","","",2,4,false
14114,"tanaka","M24 SWS","","","","","",2,1,false
14115,"tanaka","Gewehr33/40","","","","","",2,1,false
14116,"tanaka","L96 Sniper Rifle","","","","","",2,4,false
14117,"tanaka","SIG P229","","","","","",1,4,false
14118,"tanaka","SIG P228","","","","","",1,4,false

15000,"marushin","FN Five-seveN","","","FN・ファイブセブン","","",1,4,false
15001,"marushin","44Automag","","","44オートマグ","","",1,4,false
15002,"marushin","Mauser M712","","","モーゼルM712","","",1,4,false
15003,"marushin","Nambu type14","","","南部14年式","","",1,4,false
15004,"marushin","SIG P210-6","","","シグ P210-6","","",1,4,false
15005,"marushin","M84","","","","","",1,4,false
15006,"marushin","Mk1","","","","","",1,4,false

15010,"marushin","Mateba Revolver","","","マテバリボルバー","","",1,4,false
15011,"marushin","Unlimited Revolver","","","アンリミテッドリボルバー","","",1,4,false
15012,"marushin","Constrictor","","","コンストリクター","","",1,4,false
15013,"marushin","Colt Anaconda 8-inch","","","コルト・アナコンダ 8インチ","","",1,4,false
15014,"marushin","Colt Anaconda 6-inch","","","コルト・アナコンダ 6インチ","","",1,4,false
15015,"marushin","Colt Anaconda 4-inch","","","コルト・アナコンダ 4インチ","","",1,4,false
15016,"marushin","S&W M686","","","","","",1,4,false
15017,"marushin","S&W M586","","","","","",1,4,false
15018,"marushin","S&W M29 8-3/8 inch","","","","","",1,4,false
15019,"marushin","S&W M629","","","","","",1,4,false
15020,"marushin","Police Revolver 3-inch","","","ポリスリボルバー 3インチ","","",1,4,false
15021,"marushin","Police Revolver 2-inch","","","ポリスリボルバー 2インチ","","",1,4,false
15022,"marushin","S&W M60 Chiefs Special 3-inch","","","S&W M60 チーフスペシャル 3インチ","","",1,4,false
15023,"marushin","S&W M60 Chiefs Special 2-inch","","","S&W M60 チーフスペシャル 2インチ","","",1,4,false
15024,"marushin","S&W M36 Chiefs Special 3-inch","","","S&W M36 チーフスペシャル 3インチ","","",1,4,false
15025,"marushin","S&W M36 Chiefs Special 2-inch","","","S&W M36 チーフスペシャル 2インチ","","",1,4,false
15026,"marushin","COLT SAA.45 Peacemaker","","","コルトSAA.45ピースメーカー","","",1,4,false
15027,"marushin","COP357","","","","","",1,4,false
